loss,delay,fast_recovery,md5_hash,ttc
1,0,0,10604d4b20f7507426c10a49c960c63d,0.08315873146057129
1,0,0,10604d4b20f7507426c10a49c960c63d,0.08675646781921387
1,0,0,10604d4b20f7507426c10a49c960c63d,0.08956050872802734
1,0,0,10604d4b20f7507426c10a49c960c63d,0.08194136619567871
1,0,0,10604d4b20f7507426c10a49c960c63d,0.09239768981933594
1,0,1,10604d4b20f7507426c10a49c960c63d,0.08306694030761719
1,0,1,10604d4b20f7507426c10a49c960c63d,0.09827017784118652
1,0,1,10604d4b20f7507426c10a49c960c63d,0.0806267261505127
1,0,1,10604d4b20f7507426c10a49c960c63d,0.07631874084472656
1,0,1,10604d4b20f7507426c10a49c960c63d,0.08069682121276855
1,20,0,10604d4b20f7507426c10a49c960c63d,0.2503960132598877
1,20,0,10604d4b20f7507426c10a49c960c63d,0.24818944931030273
1,20,0,10604d4b20f7507426c10a49c960c63d,0.24714088439941406
1,20,0,10604d4b20f7507426c10a49c960c63d,0.24672222137451172
1,20,0,10604d4b20f7507426c10a49c960c63d,0.2507057189941406
1,20,1,10604d4b20f7507426c10a49c960c63d,0.24915671348571777
1,20,1,10604d4b20f7507426c10a49c960c63d,0.2499523162841797
1,20,1,10604d4b20f7507426c10a49c960c63d,0.24964284896850586
1,20,1,10604d4b20f7507426c10a49c960c63d,0.24861741065979004
1,20,1,10604d4b20f7507426c10a49c960c63d,0.24880003929138184
1,40,0,10604d4b20f7507426c10a49c960c63d,0.40830087661743164
1,40,0,10604d4b20f7507426c10a49c960c63d,0.4049410820007324
1,40,0,10604d4b20f7507426c10a49c960c63d,0.41930675506591797
1,40,0,10604d4b20f7507426c10a49c960c63d,0.41254305839538574
1,40,0,10604d4b20f7507426c10a49c960c63d,0.4103546142578125
1,40,1,10604d4b20f7507426c10a49c960c63d,0.4113039970397949
1,40,1,10604d4b20f7507426c10a49c960c63d,0.41640448570251465
1,40,1,10604d4b20f7507426c10a49c960c63d,0.41733360290527344
1,40,1,10604d4b20f7507426c10a49c960c63d,0.4072530269622803
1,40,1,10604d4b20f7507426c10a49c960c63d,0.9099283218383789
1,60,0,10604d4b20f7507426c10a49c960c63d,0.5766022205352783
1,60,0,10604d4b20f7507426c10a49c960c63d,0.5703978538513184
1,60,0,10604d4b20f7507426c10a49c960c63d,0.576197624206543
1,60,0,10604d4b20f7507426c10a49c960c63d,0.575538158416748
1,60,0,10604d4b20f7507426c10a49c960c63d,0.5744125843048096
1,60,1,10604d4b20f7507426c10a49c960c63d,0.5769855976104736
1,60,1,10604d4b20f7507426c10a49c960c63d,0.58016037940979
1,60,1,10604d4b20f7507426c10a49c960c63d,0.5761382579803467
1,60,1,10604d4b20f7507426c10a49c960c63d,0.5797202587127686
1,60,1,10604d4b20f7507426c10a49c960c63d,0.5749976634979248
1,80,0,10604d4b20f7507426c10a49c960c63d,0.7343344688415527
1,80,0,10604d4b20f7507426c10a49c960c63d,1.2303078174591064
1,80,0,10604d4b20f7507426c10a49c960c63d,0.737220287322998
1,80,0,10604d4b20f7507426c10a49c960c63d,0.7407770156860352
1,80,0,10604d4b20f7507426c10a49c960c63d,0.7387270927429199
1,80,1,10604d4b20f7507426c10a49c960c63d,0.737795352935791
1,80,1,10604d4b20f7507426c10a49c960c63d,0.7373526096343994
1,80,1,10604d4b20f7507426c10a49c960c63d,1.2301058769226074
1,80,1,10604d4b20f7507426c10a49c960c63d,0.7407538890838623
1,80,1,10604d4b20f7507426c10a49c960c63d,0.7358903884887695
1,100,0,10604d4b20f7507426c10a49c960c63d,0.8959851264953613
1,100,0,10604d4b20f7507426c10a49c960c63d,0.892254114151001
1,100,0,10604d4b20f7507426c10a49c960c63d,1.3985011577606201
1,100,0,10604d4b20f7507426c10a49c960c63d,0.9011850357055664
1,100,0,10604d4b20f7507426c10a49c960c63d,0.8949952125549316
1,100,1,10604d4b20f7507426c10a49c960c63d,0.8920190334320068
1,100,1,10604d4b20f7507426c10a49c960c63d,0.8872463703155518
1,100,1,10604d4b20f7507426c10a49c960c63d,0.8972983360290527
1,100,1,10604d4b20f7507426c10a49c960c63d,0.8969850540161133
1,100,1,10604d4b20f7507426c10a49c960c63d,0.8917789459228516
1,120,0,10604d4b20f7507426c10a49c960c63d,1.0634348392486572
1,120,0,10604d4b20f7507426c10a49c960c63d,1.055246114730835
1,120,0,10604d4b20f7507426c10a49c960c63d,1.055102825164795
1,120,0,10604d4b20f7507426c10a49c960c63d,1.0539028644561768
1,120,0,10604d4b20f7507426c10a49c960c63d,1.0470025539398193
1,120,1,10604d4b20f7507426c10a49c960c63d,1.0534374713897705
1,120,1,10604d4b20f7507426c10a49c960c63d,1.0574207305908203
1,120,1,10604d4b20f7507426c10a49c960c63d,1.0466692447662354
1,120,1,10604d4b20f7507426c10a49c960c63d,1.0560581684112549
1,120,1,10604d4b20f7507426c10a49c960c63d,1.052173137664795
1,140,0,10604d4b20f7507426c10a49c960c63d,1.2153394222259521
1,140,0,10604d4b20f7507426c10a49c960c63d,1.2054035663604736
1,140,0,10604d4b20f7507426c10a49c960c63d,1.7189579010009766
1,140,0,10604d4b20f7507426c10a49c960c63d,1.2144992351531982
1,140,0,10604d4b20f7507426c10a49c960c63d,1.2130067348480225
1,140,1,10604d4b20f7507426c10a49c960c63d,1.2128815650939941
1,140,1,10604d4b20f7507426c10a49c960c63d,1.2078211307525635
1,140,1,10604d4b20f7507426c10a49c960c63d,1.2136099338531494
1,140,1,10604d4b20f7507426c10a49c960c63d,1.215578556060791
1,140,1,10604d4b20f7507426c10a49c960c63d,2.0668108463287354
1,160,0,10604d4b20f7507426c10a49c960c63d,1.3701939582824707
1,160,0,10604d4b20f7507426c10a49c960c63d,1.3744964599609375
1,160,0,10604d4b20f7507426c10a49c960c63d,1.3738961219787598
1,160,0,10604d4b20f7507426c10a49c960c63d,1.3732962608337402
1,160,0,10604d4b20f7507426c10a49c960c63d,1.3736588954925537
1,160,1,10604d4b20f7507426c10a49c960c63d,1.37687087059021
1,160,1,10604d4b20f7507426c10a49c960c63d,1.3668162822723389
1,160,1,10604d4b20f7507426c10a49c960c63d,1.3773212432861328
1,160,1,10604d4b20f7507426c10a49c960c63d,1.8770644664764404
1,160,1,10604d4b20f7507426c10a49c960c63d,1.3728077411651611
1,180,0,10604d4b20f7507426c10a49c960c63d,1.5333359241485596
1,180,0,10604d4b20f7507426c10a49c960c63d,1.536651372909546
1,180,0,10604d4b20f7507426c10a49c960c63d,1.5304045677185059
1,180,0,10604d4b20f7507426c10a49c960c63d,1.5353000164031982
1,180,0,10604d4b20f7507426c10a49c960c63d,1.5359539985656738
1,180,1,10604d4b20f7507426c10a49c960c63d,1.5312457084655762
1,180,1,10604d4b20f7507426c10a49c960c63d,1.535808801651001
1,180,1,10604d4b20f7507426c10a49c960c63d,1.537076473236084
1,180,1,10604d4b20f7507426c10a49c960c63d,1.5350792407989502
1,180,1,10604d4b20f7507426c10a49c960c63d,1.5329663753509521
1,200,0,10604d4b20f7507426c10a49c960c63d,1.6916189193725586
1,200,0,10604d4b20f7507426c10a49c960c63d,1.695754051208496
1,200,0,10604d4b20f7507426c10a49c960c63d,1.6973655223846436
1,200,0,10604d4b20f7507426c10a49c960c63d,1.6922781467437744
1,200,0,10604d4b20f7507426c10a49c960c63d,1.6961736679077148
1,200,1,10604d4b20f7507426c10a49c960c63d,1.7066013813018799
1,200,1,10604d4b20f7507426c10a49c960c63d,1.6889095306396484
1,200,1,10604d4b20f7507426c10a49c960c63d,1.6914587020874023
1,200,1,10604d4b20f7507426c10a49c960c63d,1.695230484008789
1,200,1,10604d4b20f7507426c10a49c960c63d,1.7005040645599365
